student_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,job_change
31695,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,81,False
11863,city_103,0.92,Male,True,Part time course,Graduate,STEM,16,1000-4999,Pvt Ltd,1,30,False
18687,city_16,0.91,Male,True,no_enrollment,Masters,Other,13,1000-4999,NGO,>4,182,False
15044,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,2,14,False
3705,city_157,0.769,Male,True,no_enrollment,Masters,STEM,14,5000-9999,Public Sector,2,36,False
6887,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,24,False
23323,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,37,False
26507,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,6,False
13950,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,30,True
8025,city_45,0.89,,True,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,1,46,False
12861,city_136,0.897,,True,no_enrollment,Masters,STEM,11,1000-4999,,2,31,False
31610,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,78,False
5297,city_36,0.893,Male,True,Part time course,Graduate,Humanities,>20,1000-4999,Pvt Ltd,1,96,False
11690,city_114,0.926,Male,True,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,1,13,False
17,city_21,0.624,,True,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,4,38,False
20025,city_103,0.92,Male,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,23,True
1432,city_103,0.92,Male,True,no_enrollment,Phd,STEM,14,10000+,Pvt Ltd,1,54,False
337,city_103,0.92,Male,False,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,3,16,False
3355,city_159,0.843,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,12,False
1301,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,1,117,False
22389,city_103,0.92,Female,True,Full time course,Masters,STEM,10,1000-4999,Public Sector,1,20,True
8296,city_103,0.92,Male,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,2,99,False
31346,city_103,0.92,Female,False,no_enrollment,Phd,Humanities,>20,1000-4999,NGO,4,214,True
25087,city_114,0.926,,True,no_enrollment,Graduate,STEM,16,1000-4999,,2,60,False
1472,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,102,False
11341,city_173,0.878,Male,True,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,3,28,False
6210,city_16,0.91,Male,True,no_enrollment,High School,,11,10000+,Pvt Ltd,>4,42,False
5957,city_23,0.899,Male,True,Full time course,Graduate,STEM,15,10000+,Pvt Ltd,2,6,False
28091,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,57,False
31341,city_23,0.899,,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,94,False
736,city_23,0.899,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,7,True
7429,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,86,False
24832,city_103,0.92,,True,no_enrollment,,,>20,10000+,Pvt Ltd,>4,50,False
16672,city_16,0.91,,True,no_enrollment,Masters,STEM,14,1000-4999,,,47,False
19600,city_159,0.843,Male,True,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,4,7,False
30431,city_103,0.92,Male,True,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,>4,39,False
25441,city_103,0.92,Male,True,Part time course,Graduate,STEM,16,10000+,Pvt Ltd,>4,90,False
10312,city_103,0.92,Male,True,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,55,False
19105,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,59,False
13212,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,3,12,False
13948,city_114,0.926,Male,False,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,18,False
22514,city_36,0.893,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,>4,222,False
27469,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,3,33,False
20539,city_173,0.878,Male,False,Part time course,High School,,>20,1000-4999,Pvt Ltd,>4,196,False
17227,city_80,0.847,Male,False,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,never,9,False
13647,city_114,0.926,Female,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,140,False
10832,city_73,0.754,Male,False,no_enrollment,Phd,STEM,>20,10000+,Public Sector,>4,26,False
8104,city_13,0.827,Male,True,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,never,15,False
16749,city_114,0.926,Male,False,Part time course,Masters,STEM,16,1000-4999,NGO,>4,101,False
4351,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,37,False
28169,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,69,False
20966,city_73,0.754,,True,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,,156,False
29090,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,7,False
28923,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,48,False
24828,city_103,0.92,Male,False,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,6,False
7843,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,54,True
31032,city_114,0.926,Male,True,Part time course,Masters,Business Degree,>20,1000-4999,Pvt Ltd,3,1,False
10484,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,15,False
7538,city_46,0.762,Male,False,no_enrollment,Masters,STEM,10,5000-9999,Public Sector,1,122,False
31670,city_103,0.92,Male,True,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,1,20,False
18592,city_114,0.926,Male,True,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,never,44,False
22583,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,9,True
28704,city_136,0.897,Male,True,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,never,73,False
24001,city_76,0.698,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,54,False
28196,city_114,0.926,Male,False,Full time course,Masters,STEM,13,10000+,Pvt Ltd,1,51,False
19212,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,118,False
11772,city_102,0.804,Male,True,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,1,15,True
15495,city_114,0.926,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,62,False
32011,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,84,False
3988,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,72,False
11455,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,53,True
2407,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,20,False
26316,city_21,0.624,Male,True,no_enrollment,Masters,STEM,14,5000-9999,Pvt Ltd,1,87,True
8704,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,54,False
3724,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,70,False
19506,city_114,0.926,Male,True,Full time course,Masters,STEM,11,5000-9999,Public Sector,1,22,False
1766,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,294,False
18624,city_21,0.624,Male,True,Full time course,Graduate,STEM,10,5000-9999,Pvt Ltd,1,286,True
11074,city_103,0.92,,True,no_enrollment,Phd,STEM,>20,10000+,Public Sector,3,36,False
11989,city_136,0.897,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,43,False
31350,city_16,0.91,Male,True,no_enrollment,Graduate,No Major,>20,10000+,Pvt Ltd,1,77,False
10972,city_103,0.92,Male,True,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,3,57,False
17473,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,2,96,False
9452,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,2,28,False
8227,city_103,0.92,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,57,False
27954,city_16,0.91,Male,True,Full time course,Graduate,STEM,13,1000-4999,Pvt Ltd,1,178,False
29286,city_97,0.925,,True,no_enrollment,Masters,STEM,13,1000-4999,,1,39,False
5385,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,10,False
31120,city_21,0.624,Male,True,Full time course,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,4,False
3946,city_103,0.92,,True,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,1,2,False
7586,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,4,150,False
18380,city_21,0.624,,True,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,28,False
33220,city_73,0.754,Male,True,Part time course,Masters,STEM,14,10000+,Public Sector,2,288,False
21521,city_114,0.926,Male,True,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,never,59,False
9779,city_50,0.896,Male,True,no_enrollment,Masters,Humanities,>20,5000-9999,NGO,>4,18,False
5657,city_13,0.827,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,16,False
29407,city_65,0.802,Male,True,,,,>20,1000-4999,Pvt Ltd,,6,False
23975,city_75,0.939,Male,True,no_enrollment,Masters,STEM,13,5000-9999,Public Sector,1,161,False
28402,city_16,0.91,Other,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,53,False
19254,city_103,0.92,Male,True,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,>4,22,False
20937,city_104,0.924,Male,False,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,53,False
5776,city_28,0.939,,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,2,12,False
30172,city_28,0.939,Male,True,Full time course,Graduate,STEM,10,5000-9999,Public Sector,2,11,False
12964,city_21,0.624,,True,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,3,134,True
5360,city_114,0.926,Male,True,no_enrollment,Masters,STEM,12,5000-9999,Pvt Ltd,2,13,False
33079,city_83,0.923,Male,True,Full time course,Graduate,STEM,11,1000-4999,Pvt Ltd,1,44,False
27907,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,20,False
19675,city_21,0.624,,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,17,True
20655,city_21,0.624,,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,never,51,True
22252,city_104,0.924,Male,True,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,never,74,False
29380,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,3,7,False
9432,city_98,0.949,Male,False,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,>4,165,False
15643,city_16,0.91,Male,True,Full time course,Graduate,STEM,17,10000+,Pvt Ltd,4,61,False
24877,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,53,False
10545,city_28,0.939,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,112,False
12984,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,154,False
17014,city_67,0.855,Male,True,Full time course,Masters,STEM,10,10000+,Pvt Ltd,3,14,False
2265,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,5,False
8490,city_41,0.827,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,70,False
16693,city_103,0.92,,False,no_enrollment,Graduate,Arts,15,10000+,Pvt Ltd,>4,33,False
2710,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,12,False
20293,city_16,0.91,,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,35,True
22309,city_103,0.92,Male,True,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,40,False
9100,city_61,0.913,,True,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1,108,False
19852,city_104,0.924,Male,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,63,False
317,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,105,False
23622,city_114,0.926,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,25,True
6396,city_103,0.92,,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,51,False
10534,city_67,0.855,Male,True,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,1,316,False
7397,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,101,False
1122,city_46,0.762,Male,True,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,2,27,False
12390,city_21,0.624,,True,no_enrollment,Graduate,No Major,10,10000+,Pvt Ltd,2,4,True
20733,city_16,0.91,Male,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,47,False
31997,city_102,0.804,Male,True,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1,41,False
6781,city_150,0.698,,True,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,10,False
27519,city_53,0.74,Female,True,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,4,126,False
2563,city_162,0.767,Male,True,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,48,False
6015,city_103,0.92,Female,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,54,False
2544,city_67,0.855,Other,False,no_enrollment,Graduate,Business Degree,18,1000-4999,Pvt Ltd,>4,48,False
22067,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,107,False
23206,city_103,0.92,Male,True,no_enrollment,Masters,STEM,20,5000-9999,Pvt Ltd,>4,11,False
29157,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,102,False
20292,city_103,0.92,,False,no_enrollment,Masters,Arts,15,10000+,Pvt Ltd,2,64,False
26041,city_103,0.92,,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,28,False
5164,city_114,0.926,Male,True,Full time course,Graduate,STEM,>20,1000-4999,NGO,>4,28,False
11969,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,40,False
2590,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,75,False
26072,city_114,0.926,Male,True,no_enrollment,High School,,11,1000-4999,Pvt Ltd,1,14,False
19738,city_61,0.913,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,64,False
418,city_173,0.878,,True,no_enrollment,Masters,STEM,16,5000-9999,Pvt Ltd,2,35,False
26672,city_103,0.92,,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,3,17,False
18927,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,47,False
13404,city_104,0.924,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,242,False
29677,city_75,0.939,Male,True,no_enrollment,High School,,18,1000-4999,Pvt Ltd,1,196,False
22823,city_71,0.884,,False,no_enrollment,Phd,STEM,11,5000-9999,Pvt Ltd,1,23,True
14517,city_104,0.924,Male,True,no_enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,74,False
17159,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,11,False
31941,city_16,0.91,Male,False,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,18,False
29373,city_103,0.92,Male,False,Part time course,Graduate,STEM,14,10000+,NGO,>4,65,False
20273,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,22,False
10521,city_97,0.925,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,31,False
19919,city_103,0.92,Male,True,no_enrollment,Graduate,Business Degree,>20,5000-9999,Pvt Ltd,3,42,False
33276,city_103,0.92,Female,True,no_enrollment,Masters,Humanities,>20,1000-4999,NGO,4,15,False
17182,city_103,0.92,,True,no_enrollment,Graduate,No Major,>20,1000-4999,Pvt Ltd,>4,44,False
3566,city_23,0.899,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,27,False
12648,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,19,10000+,Public Sector,1,18,False
14827,city_16,0.91,Male,True,no_enrollment,Phd,STEM,12,1000-4999,Pvt Ltd,1,21,False
20582,city_136,0.897,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,26,False
2100,city_114,0.926,Male,True,Full time course,Masters,STEM,14,1000-4999,Pvt Ltd,1,12,False
12749,city_114,0.926,Male,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,98,False
896,city_114,0.926,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,96,False
25261,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,4,112,False
19958,city_114,0.926,Male,False,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,>4,45,False
28039,city_94,0.698,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,81,False
13515,city_76,0.698,Male,True,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,6,False
12513,city_114,0.926,Female,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,37,False
3456,city_21,0.624,Male,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,2,21,True
13758,city_173,0.878,Male,False,no_enrollment,Masters,Humanities,>20,1000-4999,Public Sector,3,51,False
15656,city_64,0.666,,True,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,8,False
3099,city_23,0.899,Male,True,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,>4,14,False
14973,city_83,0.923,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,35,False
24962,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,128,False
2241,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,never,56,False
5582,city_102,0.804,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,100,False
33077,city_102,0.804,Female,True,Full time course,Masters,STEM,10,1000-4999,Pvt Ltd,>4,62,True
21269,city_75,0.939,Female,True,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,>4,250,False
10006,city_103,0.92,Male,False,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,1,97,True
22290,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,6,False
30252,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,,2,60,False
32244,city_61,0.913,Male,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,9,False
17322,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,176,False
653,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,157,False
15735,city_103,0.92,Female,False,no_enrollment,Masters,STEM,11,1000-4999,Public Sector,>4,50,False
19869,city_67,0.855,Male,True,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,4,63,False
19476,city_97,0.925,Male,True,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,1,40,False
19693,city_67,0.855,,True,Full time course,Phd,STEM,10,1000-4999,Public Sector,3,141,False
19411,city_162,0.767,,True,Part time course,Masters,Humanities,15,1000-4999,Pvt Ltd,1,124,True
20018,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,24,False
23074,city_103,0.92,Female,True,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,4,256,False
28800,city_150,0.698,,False,no_enrollment,Graduate,STEM,14,1000-4999,Public Sector,1,80,False
3426,city_136,0.897,Male,True,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,>4,12,False
981,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,2,54,False
1030,city_28,0.939,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,164,False
11256,city_175,0.776,Male,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,81,False
17038,city_160,0.92,Female,True,no_enrollment,Masters,STEM,20,5000-9999,Pvt Ltd,1,25,False
26959,city_67,0.855,Male,True,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,2,266,False
7441,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,4,51,False
29138,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,48,False
23932,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,2,100,False
18122,city_28,0.939,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,9,False
15694,city_114,0.926,,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,16,True
14597,city_102,0.804,,True,Full time course,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,68,False
2499,city_57,0.866,Male,True,Part time course,Masters,STEM,11,1000-4999,Pvt Ltd,1,214,False
5651,city_104,0.924,Male,True,no_enrollment,Graduate,Business Degree,17,5000-9999,Pvt Ltd,>4,41,False
26228,city_107,0.518,,False,Full time course,Phd,Other,>20,10000+,Pvt Ltd,>4,56,False
3612,city_104,0.924,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,11,False
22828,city_136,0.897,,True,no_enrollment,Masters,STEM,10,10000+,,2,17,False
4183,city_103,0.92,Male,False,no_enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,55,False
4085,city_41,0.827,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,9,False
23180,city_103,0.92,,True,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,224,False
20470,city_114,0.926,,False,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,18,True
3978,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,110,False
11429,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,29,False
4155,city_105,0.794,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,72,False
1241,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78,False
23914,city_173,0.878,Male,True,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,>4,25,False
4940,city_67,0.855,Female,True,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,218,True
21778,city_103,0.92,Other,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,15,True
20033,city_103,0.92,Other,True,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,1,25,True
32544,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,96,False
15999,city_103,0.92,,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,4,50,False
11216,city_103,0.92,Male,True,Full time course,Phd,Other,13,5000-9999,Pvt Ltd,>4,28,False
4139,city_83,0.923,Male,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,4,11,True
22878,city_160,0.92,Female,True,no_enrollment,Graduate,STEM,10,10000+,Public Sector,>4,29,False
8510,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Public Sector,never,50,False
7273,city_118,0.722,,True,Part time course,Masters,STEM,10,1000-4999,Pvt Ltd,3,19,True
10441,city_99,0.915,Female,True,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,never,110,False
22137,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,10,10000+,NGO,3,84,False
2217,city_28,0.939,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,6,False
30338,city_114,0.926,,True,,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,12,False
5332,city_83,0.923,Male,True,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,2,18,False
7668,city_10,0.895,Male,True,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,2,136,False
5103,city_136,0.897,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,1,108,False
17926,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,168,False
24696,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,228,False
19905,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,62,False
15220,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,92,False
4168,city_16,0.91,,True,no_enrollment,Masters,Business Degree,15,1000-4999,Pvt Ltd,2,1,False
33164,city_71,0.884,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,80,False
1845,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,21,False
6679,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,35,True
33214,city_103,0.92,,True,no_enrollment,Graduate,Other,13,10000+,Pvt Ltd,1,34,False
24798,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,23,False
29535,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,2,36,False
16269,city_103,0.92,Male,True,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,2,15,False
11573,city_67,0.855,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,153,False
5701,city_23,0.899,Female,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,never,12,False
1455,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,5,False
10886,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,4,54,False
14910,city_114,0.926,Male,True,Part time course,Graduate,STEM,14,10000+,Pvt Ltd,>4,98,False
5982,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,98,False
1512,city_103,0.92,,False,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,2,156,False
18337,city_75,0.939,Female,True,no_enrollment,Masters,Other,10,1000-4999,Pvt Ltd,1,40,False
