,listing_id,host_name,last_review,price,nbhood_full,description,room_type,borough,neighborhood
12478,22228935,Gabriela,2019-06-18,50,"Queens, Astoria",Private Room in Nice Apt. Close to Manhattan. WIFI,private room,Queens,Astoria
12479,22229473,Emily & Joseph,2019-06-16,300,"Brooklyn, Williamsburg","Duplex in Williamsburg with Terrace, 4 Bed 2 Bath",entire home/apt,Brooklyn,Williamsburg
12480,22229755,Patricia,2019-06-03,89,"Brooklyn, Bushwick",Entire private lower unit of owner occupied duplex,entire home/apt,Brooklyn,Bushwick
12481,22229793,Nebojsa,2019-07-07,59,"Brooklyn, Williamsburg",Quiet cozy room in Williamsburg,private room,Brooklyn,Williamsburg
12482,22230294,Adam,2019-03-29,221,"Manhattan, Flatiron District","Large, Bright, Open 1-BR Oasis in Gramercy Park",entire home/apt,Manhattan,Flatiron District
12483,22230454,Michael,2019-05-16,69,"Manhattan, Harlem",‚òÜHuge Private Room Near Park & Train in MANHATTAN!,private room,Manhattan,Harlem
12484,22230702,Cindy,2019-06-30,150,"Queens, Astoria",(‚òÜ‚òÜ‚òÜ‚òÜ‚òÜ) New ultra-modern 1 bedroom apartment,entire home/apt,Queens,Astoria
12485,22231328,Devin,2019-06-25,275,"Brooklyn, Bedford-Stuyvesant",Spacious Brooklyn loft in Clinton Hill,private room,Brooklyn,Bedford-Stuyvesant
12486,22231453,Atthaphon,2019-07-03,55,"Brooklyn, Williamsburg",‚Ä¢HEART OF WILLIAMSBURG APARTMENT COZY&PRIVATE‚Ä¢,private room,Brooklyn,Williamsburg
12487,22231557,Atthaphon,2019-07-01,65,"Brooklyn, Williamsburg",‚Ä¢COZY APARTMENT 5 MINS TO MANHATTAN‚Ä¢,private room,Brooklyn,Williamsburg
12488,22231811,Natasha,2019-06-10,135,"Manhattan, Harlem",Stylish & Spacious 1BD in Central Harlem!,entire home/apt,Manhattan,Harlem
12489,22232269,Bradley,2019-04-07,90,"Brooklyn, Flatbush",Cozy one bedroom apartment perfect for couples,entire home/apt,Brooklyn,Flatbush
12490,22233039,Axelle,2019-06-26,34,"Manhattan, Harlem",Room in Central Harlem for the holidays,private room,Manhattan,Harlem
12491,22235441,Deborah,2019-06-10,19,"Queens, Jamaica","Safe, Overnight Crash Pad Near JFK, LGA and NYC",shared room,Queens,Jamaica
12492,22241250,Carlos,2019-05-22,249,"Manhattan, Flatiron District",Newly renovated 1br in the heart of NY,entire home/apt,Manhattan,Flatiron District
12493,22241573,Anna,2019-06-23,115,"Manhattan, Chelsea",Private Room B In Prime Location,private room,Manhattan,Chelsea
12494,22241696,Anna,2019-06-23,105,"Manhattan, Midtown",Private Room C In Prime Location,private room,Manhattan,Midtown
12495,22242334,Diane,2019-06-11,69,"Brooklyn, Prospect-Lefferts Gardens",Whole Apartment Near Prospect Park,entire home/apt,Brooklyn,Prospect-Lefferts Gardens
12496,22245492,Heather,2019-07-02,100,"Brooklyn, Fort Greene",Ft Greene Studio,entire home/apt,Brooklyn,Fort Greene
12497,22246864,Yola,2019-01-14,35,"Queens, Woodhaven",‚Ä¢‚Ä¢Rare Find! Modern Room Near Subway & JFK‚Ä¢‚Ä¢,private room,Queens,Woodhaven
12498,22251000,Benny,2019-01-01,290,"Manhattan, West Village",Charming 1 bedroom in West Village,entire home/apt,Manhattan,West Village
12499,22251884,Hugh,2019-06-25,325,"Manhattan, Tribeca",Authentic and Open Tribeca Loft,entire home/apt,Manhattan,Tribeca
12500,22251910,Andrei,2019-07-01,190,"Brooklyn, Williamsburg",Williamsburg Penthouse with 3 Private Terraces!,entire home/apt,Brooklyn,Williamsburg
12501,22258326,Dina,2019-05-13,151,"Manhattan, Theater District",Gorgeous spacious renovated 1Bed in Hellskitchen!,entire home/apt,Manhattan,Theater District
12502,22258450,Timothy,2019-05-26,72,"Brooklyn, Bushwick",Gorgeous Queen Luxury Bedroom near J subway,private room,Brooklyn,Bushwick
12503,22259132,Marie,2019-06-20,145,"Brooklyn, Cobble Hill",Elegant 2 Bedroom Cobble Hill apartment,entire home/apt,Brooklyn,Cobble Hill
12504,22260546,Dan,2019-05-19,50,"Brooklyn, Bushwick",HUGE room in prime BUSHWICK,private room,Brooklyn,Bushwick
12505,22262408,Megan,2019-06-09,115,"Manhattan, East Village",Cozy East Village Studio,entire home/apt,Manhattan,East Village
12506,22262982,Anda,2019-05-20,65,"Manhattan, Hell's Kitchen",Cozy place next to Times Square,private room,Manhattan,Hell's Kitchen
12507,22263267,Hafou,2019-06-12,135,"Manhattan, East Harlem",Cozy apartment in Central Park North,entire home/apt,Manhattan,East Harlem
12509,22265765,Izi,2019-06-01,150,"Manhattan, Upper East Side",2Br~Prime Upper east~Central park~10 Min,entire home/apt,Manhattan,Upper East Side
12510,22266183,Andrew,2019-06-10,50,"Manhattan, Washington Heights",Home away from home in Upper Manhattan,private room,Manhattan,Washington Heights
12511,22266875,Sophia,2019-05-23,63,"Brooklyn, Bedford-Stuyvesant",Cozy one bedroom,entire home/apt,Brooklyn,Bedford-Stuyvesant
12512,22267036,Edward,2019-04-14,150,"Brooklyn, Bushwick",Bright beautiful modern large and secure.,entire home/apt,Brooklyn,Bushwick
12513,22267217,Darlene,2019-07-02,43,"Manhattan, East Harlem",City Living with a Home Town Feel.,private room,Manhattan,East Harlem
12514,22267382,Katarina,2019-01-01,145,"Brooklyn, Fort Greene",Modern and Cozy Large Studio in Brooklyn,entire home/apt,Brooklyn,Fort Greene
12515,22267906,Devito,2019-07-02,85,"Manhattan, Harlem",located 15 minutes away from Time Square,private room,Manhattan,Harlem
12516,22268101,Sophia,2019-03-23,149,"Manhattan, Greenwich Village",Cute & Quiet 1 Bedroom In Greenwich Village,entire home/apt,Manhattan,Greenwich Village
12517,22268166,Joo,2019-06-22,69,"Manhattan, East Harlem","Manhattan, Room w/3 Beds Near Metro & Central Park",private room,Manhattan,East Harlem
12518,22270195,Dorothy,2019-06-22,150,"Queens, Long Island City",LIC Private 1 Bdrm 10 mins away Manhattan NYC,private room,Queens,Long Island City
12519,22274388,Mathew,2019-06-17,90,"Brooklyn, Crown Heights",Large Bedroom/Living Room/Bathroom and Backyard,private room,Brooklyn,Crown Heights
12520,22274932,Dorota,2019-06-30,80,"Queens, Ridgewood",Bushwick Street Art,private room,Queens,Ridgewood
12521,22276159,Rosa,2019-07-01,75,"Staten Island, St. George",Affordable private room in a home in NYC,private room,Staten Island,St. George
12522,22278896,Cj,2019-04-09,110,"Brooklyn, Red Hook",Affordable pied-a-Terre near south brooklyn ferry.,entire home/apt,Brooklyn,Red Hook
12523,22278941,Ri.,2019-06-15,200,"Manhattan, Upper East Side",Book it Vintage!,private room,Manhattan,Upper East Side
12524,22279040,Eugene,2019-06-10,200,"Manhattan, Morningside Heights","Private Room (rm2), 5 mins from Columbia",private room,Manhattan,Morningside Heights
12525,22279575,Alexander,2019-01-03,30,"Brooklyn, East Flatbush","Comfort, convenience, elegance near Prospect Park",private room,Brooklyn,East Flatbush
12526,22280002,Will,2019-06-24,100,"Brooklyn, Bedford-Stuyvesant",Stuyvesant Heights Loft like Apartment.,entire home/apt,Brooklyn,Bedford-Stuyvesant
12527,22280395,Kevin,2019-01-01,109,"Manhattan, Two Bridges",Chinatown Super-host Quarters,entire home/apt,Manhattan,Two Bridges
12528,22281732,Eugene,2019-06-16,100,"Manhattan, Morningside Heights","Private Room (rm4), 5 mins from Columbia",private room,Manhattan,Morningside Heights
12529,22281854,Shelley,2019-06-15,83,"Queens, Forest Hills",2 Queen Beds in Private bedroom Safe neighborhood,private room,Queens,Forest Hills
12530,22281888,Omowumi,2019-06-17,169,"Brooklyn, East New York",The Fountain House,entire home/apt,Brooklyn,East New York
12531,22282419,Nat,2019-06-16,55,"Brooklyn, Bushwick",The real New York experience,private room,Brooklyn,Bushwick
12532,22282513,Nate,2019-06-21,65,"Brooklyn, Bedford-Stuyvesant",Private Room on Greene,private room,Brooklyn,Bedford-Stuyvesant
12533,22282585,Alexandra,2019-06-16,110,"Manhattan, East Harlem",New Private studio-apartment,entire home/apt,Manhattan,East Harlem
12534,22284181,Aurora,2019-03-30,180,"Manhattan, Hell's Kitchen",Real 1 BR Musical Gem in Times Sq/Midtown West,entire home/apt,Manhattan,Hell's Kitchen
12535,22288453,Xavier,2019-01-12,69,"Manhattan, Harlem",Private & Cozy Harlem/Washington Heights Room,private room,Manhattan,Harlem
12536,22290340,Osei,2019-07-04,95,"Brooklyn, Flatbush",Brooklyn House,entire home/apt,Brooklyn,Flatbush
12537,22290967,Wenqin,2019-06-12,79,"Queens, Flushing",(Room 102)Ê≥ïÊãâÁõõËàíÈÄÇËΩªÂ•¢Â•óÊàø,private room,Queens,Flushing
12538,22291736,Ken,2019-07-07,225,"Manhattan, Hell's Kitchen",Perfect location -  Clean and spacious!,entire home/apt,Manhattan,Hell's Kitchen
12539,22291811,Etienne,2019-07-01,149,"Brooklyn, Williamsburg",Charming flat with Williamsburg view,entire home/apt,Brooklyn,Williamsburg
12540,22292535,Glenn,2019-04-27,85,"Brooklyn, Williamsburg",S√∂derl√§ge - Spacious Queen bedroom in Williamsburg,private room,Brooklyn,Williamsburg
12541,22292617,Masha,2019-06-22,130,"Manhattan, Harlem","Renovated apt, Harlem brownstone, private entrance",entire home/apt,Manhattan,Harlem
12542,22292865,Mrs.,2019-06-30,150,"Brooklyn, Bedford-Stuyvesant","BEDSTUY BK - PAD
SHORT/ LONG TERM STAYS
NO EVENTS",entire home/apt,Brooklyn,Bedford-Stuyvesant
12543,22294028,Renata,2019-07-06,80,"Manhattan, Harlem",Spaced and beautiful - manhattan - close to subway,private room,Manhattan,Harlem
12544,22294102,Nicole,2019-01-01,220,"Manhattan, Gramercy","Chic, Cozy Gramercy Apartment",entire home/apt,Manhattan,Gramercy
12545,22294283,Yaacov,2019-04-21,245,"Manhattan, Upper East Side",Outdoor Space  2bed 2bath plus POOL,entire home/apt,Manhattan,Upper East Side
12546,22294649,Christine,2019-06-24,190,"Brooklyn, Park Slope",Cozy bedroom+bath for 2 in historic Park Slope NYC,private room,Brooklyn,Park Slope
12547,22295038,Nicola,2019-06-11,100,"Brooklyn, Brownsville",Home away from Home-Close to trains and JFK,entire home/apt,Brooklyn,Brownsville
12548,22295591,Natia,2019-01-02,200,"Brooklyn, Sheepshead Bay",Huge Luxury Brooklyn Apartment,entire home/apt,Brooklyn,Sheepshead Bay
12549,22295702,Cami,2019-01-09,150,"Manhattan, East Village",East Village Studio Apartment,entire home/apt,Manhattan,East Village
12550,22295848,Cristina,2019-06-22,120,"Queens, Ditmars Steinway",Boutique Style Studio in the Heart of Astoria,entire home/apt,Queens,Ditmars Steinway
12551,22301670,Marie,2019-06-23,125,"Brooklyn, Cobble Hill",Charming One Bedroom In Cobble Hill,entire home/apt,Brooklyn,Cobble Hill
12552,22302452,Bonny,2019-06-03,70,"Brooklyn, Prospect Heights",High Ceilings & Great Light,private room,Brooklyn,Prospect Heights
12553,22303888,Jaqui And Mark,2019-06-29,65,"Brooklyn, Prospect-Lefferts Gardens","Convenient to the east and west, private basement.",entire home/apt,Brooklyn,Prospect-Lefferts Gardens
12554,22303956,Sky,2019-07-01,195,"Brooklyn, Greenpoint",LARGE Best Loc & View of NYC! 10 Min to Time Sqr,private room,Brooklyn,Greenpoint
12555,22304458,Alice,2019-06-17,225,"Brooklyn, Williamsburg",Loft w/Private Rooftop. Spectacular NYC Views,entire home/apt,Brooklyn,Williamsburg
12556,22304644,Elma,2019-05-31,57,"Brooklyn, Fort Greene",Shannan's Place,private room,Brooklyn,Fort Greene
12557,22305896,Jacob,2019-07-01,149,"Brooklyn, Bedford-Stuyvesant",Charming Garden Apartment in Brooklyn Brownstone,entire home/apt,Brooklyn,Bedford-Stuyvesant
12558,22306300,Juliana,2019-01-01,162,"Manhattan, Hell's Kitchen",Stylish spacious 1 bd centrally located in Midtown,entire home/apt,Manhattan,Hell's Kitchen
12559,22307800,Diego,2019-06-19,59,"Brooklyn, Gravesend",Cozy One Bedroom Apt in Brooklyn Close to Beaches,entire home/apt,Brooklyn,Gravesend
12560,22309616,Julio,2019-06-30,42,"Manhattan, East Village","Cool and Cozy living room, confortable couch .",shared room,Manhattan,East Village
12561,22309710,Md,2019-07-05,125,"Queens, East Elmhurst","Newly Renovated, by LaGuardia Airport",entire home/apt,Queens,East Elmhurst
12562,22309943,David,2019-07-02,59,"Brooklyn, Bedford-Stuyvesant",Private room in Brooklyn 3 blocks from subway.,private room,Brooklyn,Bedford-Stuyvesant
12563,22310190,Raquel,2019-06-11,199,"Manhattan, East Village",COZY&QUITE WITH PARK AROUND THE BLOCK BARS & SHOPS,entire home/apt,Manhattan,East Village
12564,22312190,Norman,2019-06-19,84,"Manhattan, Chelsea",Art Lover‚Äôs Dream! Chelsea Delight!,private room,Manhattan,Chelsea
12565,22316496,Larasati,2019-02-25,70,"Manhattan, Nolita",Cozy private room in the heart of Nolita / Soho,private room,Manhattan,Nolita
12566,22318150,Kwame,2019-05-05,90,"Brooklyn, Crown Heights",Large Loft Apartment - Private Terrace and Rooftop,entire home/apt,Brooklyn,Crown Heights
12567,22321252,Ariel,2019-03-18,87,"Manhattan, Hell's Kitchen",Private bedroom in a doorman building in NYC,private room,Manhattan,Hell's Kitchen
12568,22321708,Manca,2019-06-01,49,"Queens, Ditmars Steinway",Quiet and Spacious Bedroom by the Astoria Park,private room,Queens,Ditmars Steinway
12569,22321716,Pema,2019-06-21,105,"Queens, Jackson Heights","Entire Apart, Close to Airport 15 min to Manhattan",entire home/apt,Queens,Jackson Heights
12570,22322326,Anda,2019-06-29,65,"Manhattan, Hell's Kitchen",Cozy room next to TimesSquare.,private room,Manhattan,Hell's Kitchen
12571,22322524,Flávio,2019-01-07,150,"Brooklyn, Williamsburg",Alcove Studio in the heart of Williamsburg,entire home/apt,Brooklyn,Williamsburg
12572,22323325,Alexandra,2019-06-30,125,"Brooklyn, Williamsburg",Cozy One-Bedroom In Heart of Williamsburg,entire home/apt,Brooklyn,Williamsburg
12573,22324705,Mona,2019-05-19,249,"Manhattan, Gramercy",Spacious 1 Bedroom in the Heart of Union Square!,entire home/apt,Manhattan,Gramercy
12574,22325426,Myriam,2019-07-06,45,"Queens, East Elmhurst",Convenient and friendly home  away from home,private room,Queens,East Elmhurst
12575,22327622,Liz,2019-07-01,55,"Brooklyn, Bedford-Stuyvesant",Teranga (Hospitality) in Brooklyn,private room,Brooklyn,Bedford-Stuyvesant
12576,22327744,Crispy,2019-06-25,45,"Queens, Maspeth",Sunny room in Queens for couple,private room,Queens,Maspeth
12577,22328089,Joao,2019-05-31,49,"Brooklyn, Bushwick",*BEAUTIFUL BEDROOM**SUBWAY CLOSE!!,private room,Brooklyn,Bushwick
12578,22329791,Eric,2019-07-05,180,"Manhattan, Hell's Kitchen","Time Square ,Super Clean and Safe 2bedroom",entire home/apt,Manhattan,Hell's Kitchen
12579,22330756,Pierre,2019-04-25,100,"Brooklyn, Williamsburg",Cosy private Bedroom in Williamsburg,private room,Brooklyn,Williamsburg
12580,22336218,Cassi,2019-06-24,100,"Brooklyn, Greenpoint",Greenpoint Sun Garden,private room,Brooklyn,Greenpoint
12581,22336299,Tina,2019-06-17,112,"Brooklyn, Cobble Hill",Boho Chic One Bedroom In Cobble Hill Brookyn,entire home/apt,Brooklyn,Cobble Hill
12582,22336899,Stephen,2019-06-10,102,"Brooklyn, Clinton Hill",Brooklyn Home with Jacuzzi Tub and Backyard,entire home/apt,Brooklyn,Clinton Hill
12583,22338292,Alexandre,2019-05-15,80,"Queens, Sunnyside",Cute small one bedroom in Queens Woodside,entire home/apt,Queens,Sunnyside
12584,22338296,Rob,2019-05-26,200,"Manhattan, Upper East Side",Two Bedroom UES Apartment with Great Amenities,entire home/apt,Manhattan,Upper East Side
12585,22338304,Mike,2019-04-01,100,"Manhattan, Kips Bay","Brand New, Furnished 1 bedroom apartment",entire home/apt,Manhattan,Kips Bay
12586,22338850,Elsie,2019-05-29,45,"Brooklyn, Bushwick",**BUDGET private room w/backyard,private room,Brooklyn,Bushwick
12587,22339218,Elsie,2019-06-12,60,"Brooklyn, Bushwick",*Lp)  Amazing Private Room in Brooklyn,private room,Brooklyn,Bushwick
12588,22339390,Kaj,2019-05-06,65,"Manhattan, East Village",Easin' on the Artist Row,private room,Manhattan,East Village
12589,22339430,Elsie,2019-06-24,75,"Brooklyn, Bushwick",*Ep)  Beautiful Private Room 20 min to Manhattan,private room,Brooklyn,Bushwick
12590,22339572,Elsie,2019-06-19,64,"Brooklyn, Bushwick",*Tr)  Charming Private Room 20 min to manhattan,private room,Brooklyn,Bushwick
12591,22339698,Blandine,2019-07-01,120,"Brooklyn, East Flatbush",A Lovely 1 Bedroom Apartment Near Transportation !,entire home/apt,Brooklyn,East Flatbush
12592,22339754,Garrett,2019-01-02,95,"Manhattan, East Village",Artistic Chic East Village Flat!,private room,Manhattan,East Village
12593,22339757,Elsie,2019-06-21,67,"Brooklyn, Bushwick",*Dg)  Delightful Private Room 20 min to Manhattan,private room,Brooklyn,Bushwick
12594,22339967,Joe,2019-05-05,60,"Manhattan, Upper East Side",Great Room on UES,private room,Manhattan,Upper East Side
12595,22340093,Izi,2019-06-17,150,"Manhattan, Upper East Side",Newly Furnished 2BR~Prime UES~CPark~subway2 blocks,entire home/apt,Manhattan,Upper East Side
12596,22340384,Lou,2019-07-08,175,"Brooklyn, Brownsville",Great Place! Great Space! Welcome 2 My BK Place!,entire home/apt,Brooklyn,Brownsville
12597,22340808,Mara,2019-07-06,365,"Manhattan, Midtown",Manhattan Club Luxury Condo Central Park - Suite,entire home/apt,Manhattan,Midtown
12598,22341035,Christian,2019-06-05,59,"Queens, Jamaica","Cozy room 4 one JFK, LGA & subway to Manhattan",private room,Queens,Jamaica
12599,22341308,Dolores,2019-06-12,121,"Brooklyn, Greenpoint",Large Private Room Perfect for 3-4 people!,private room,Brooklyn,Greenpoint
12600,22342382,Miss. G.,2019-07-01,50,"Queens, Ditmars Steinway","MASTER, BEDROOM CLOSE TO LGA/TO MANHATTAN",private room,Queens,Ditmars Steinway
12601,22342547,KerryAnna,2019-04-27,95,"Queens, Springfield Gardens",3 BR apt on 2nd floor. Close to airport & Shopping,entire home/apt,Queens,Springfield Gardens
12602,22343079,Ervita,2019-07-02,75,"Brooklyn, Prospect-Lefferts Gardens",Sunny and Private Room close to Manhattan!!!,private room,Brooklyn,Prospect-Lefferts Gardens
12603,22343658,Nicolas,2019-05-26,55,"Brooklyn, Williamsburg","+Williamsburg Private Bedroom, Private backyard!",private room,Brooklyn,Williamsburg
12604,22343909,Lance,2019-06-30,110,"Brooklyn, Bedford-Stuyvesant",Sublevel Penthouse Suite,entire home/apt,Brooklyn,Bedford-Stuyvesant
12605,22343961,Henry,2019-06-20,250,"Brooklyn, Williamsburg",‚ú™Modern house @ Williamsburg | 15min to Manhattan‚ú™,entire home/apt,Brooklyn,Williamsburg
12606,22344483,Stephanie,2019-04-29,125,"Brooklyn, Greenpoint",Greenpoint Pad,entire home/apt,Brooklyn,Greenpoint
12607,22345271,Sarah & Burak,2019-06-30,185,"Manhattan, Lower East Side",Apartment in Trendy and Vibrant Lower East Side,entire home/apt,Manhattan,Lower East Side
12608,22345676,Alice,2019-06-06,104,"Brooklyn, Bedford-Stuyvesant",Bushwick/BedStuy Studio Apartment,entire home/apt,Brooklyn,Bedford-Stuyvesant
12609,22346131,Mairo,2019-06-20,135,"Queens, Astoria",MODERN HAVEN IN CITY,entire home/apt,Queens,Astoria
12610,22346441,Christian,2019-06-18,79,"Queens, Jamaica","Private room for 4 JFK, LGA, Subway to Manhattan",private room,Queens,Jamaica
12611,22350243,Any,2019-06-30,75,"Queens, Woodside",Nice Penthouse very close to Manhattan and airport,private room,Queens,Woodside
12612,22352661,Malik,2019-06-27,135,"Brooklyn, Williamsburg",Modern 1 Bedroom in East Williamsburg,entire home/apt,Brooklyn,Williamsburg
12613,22352928,Johnny,2019-06-30,200,"Brooklyn, Clinton Hill",Bright Brooklyn garden level apartment,entire home/apt,Brooklyn,Clinton Hill
12614,22354307,Blair,2019-07-01,190,"Manhattan, SoHo",Location location soho cozy apt heart of NYC,entire home/apt,Manhattan,SoHo
12615,22354598,Stanley,2019-04-06,111,"Manhattan, Murray Hill",Ideal studio in Midtown Manhattan,entire home/apt,Manhattan,Murray Hill
12616,22356843,Chemme,2019-06-30,140,"Manhattan, Hell's Kitchen",Bright Light Highrise Spacious Room with Balcony,private room,Manhattan,Hell's Kitchen
12617,22356845,Timo,2019-06-16,80,"Brooklyn, Downtown Brooklyn",The BROOKLYN Room with Outdoor Space,entire home/apt,Brooklyn,Downtown Brooklyn
12618,22357450,Kaitlin,2019-07-02,179,"Brooklyn, Williamsburg",Stunning & spacious loft in the heart of W.berg,entire home/apt,Brooklyn,Williamsburg
12619,22358421,Glen,2019-06-23,110,"Manhattan, Upper East Side",Sex in the City Pad w/ Open City Views  PRIME UES!,entire home/apt,Manhattan,Upper East Side
12620,22359767,Ted,2019-06-25,250,"Brooklyn, Bushwick","Chic 4 BEDROOM, Nearby Metro, Rooftop.",entire home/apt,Brooklyn,Bushwick
12621,22360132,Joyce,2019-06-23,400,"Manhattan, Upper West Side",Upper West Side Garden apartment,entire home/apt,Manhattan,Upper West Side
12622,22361604,Calisa,2019-06-24,80,"Brooklyn, East New York",Brooklyn Palace,entire home/apt,Brooklyn,East New York
12623,22361893,N,2019-05-24,118,"Brooklyn, Williamsburg",Studio apartment -PRIVATE,entire home/apt,Brooklyn,Williamsburg
12624,22362691,Emily,2019-06-14,60,"Queens, Glendale",Cozy up in family friendly Queens!,entire home/apt,Queens,Glendale
12625,22363371,Cynthia,2019-07-05,57,"Queens, Jamaica",Clean&Simple 2- Airport delays & Layovers,entire home/apt,Queens,Jamaica
12626,22370132,Jeffrey,2019-07-05,120,"Manhattan, Harlem",Shared HARLEM Loft w/ Private Bedroom/Bath Suite,private room,Manhattan,Harlem
12627,22370339,Shonelle,2019-04-30,64,"Brooklyn, Flatbush",Beautiful One Bedroom,entire home/apt,Brooklyn,Flatbush
12628,22370386,Deundre,2019-06-24,78,"Manhattan, Harlem",1 Bedroom in 2 bedroom apartment near Central Park,private room,Manhattan,Harlem
12629,22371082,Enrique,2019-01-01,78,"Brooklyn, Williamsburg",KING ROOM IN 1500 SQFT WBRG BALLROOM LOFT,private room,Brooklyn,Williamsburg
12630,22372939,Sheyla,2019-04-16,140,"Brooklyn, Columbia St","Spacious entire apartment in Carroll Gardens, BK.",entire home/apt,Brooklyn,Columbia St
12631,22373128,Cory,2019-07-04,187,"Bronx, Norwood",Bronx Norwood Apt,private room,Bronx,Norwood
12632,22373272,Sneha,2019-06-25,300,"Brooklyn, Crown Heights",Historic Crown Heights Townhouse w. Private Yard,entire home/apt,Brooklyn,Crown Heights
12633,22374327,Javier,2019-06-22,100,"Manhattan, Hell's Kitchen",Time Square cozy room to dream big,private room,Manhattan,Hell's Kitchen
12634,22374799,Jean,2019-06-24,117,"Brooklyn, Flatlands",‚òÖSpacious 2 b/r apt | 3 beds + WiFi~Sleeps 1-6‚òÖ,entire home/apt,Brooklyn,Flatlands
12635,22376064,Tanya,2019-07-03,95,"Brooklyn, Bedford-Stuyvesant",Brooklyn Chill Space One Bedroom,entire home/apt,Brooklyn,Bedford-Stuyvesant
12636,22376093,Aracelis,2019-07-01,160,"Brooklyn, Williamsburg",Private Cozy Rustic Escape in Williamsburg,entire home/apt,Brooklyn,Williamsburg
12637,22376903,Lily-Thuy,2019-06-22,109,"Brooklyn, Sunset Park",Lily Brooklyn Private Home,entire home/apt,Brooklyn,Sunset Park
12638,22376920,Alexis,2019-06-30,160,"Manhattan, Midtown","Quiet, Cozy Room | Heart of Midtown! | Steps to UN",private room,Manhattan,Midtown
12639,22376956,Nanda,2019-05-28,330,"Manhattan, Theater District",Best view of the Empire State in all NYC!,entire home/apt,Manhattan,Theater District
12640,22378688,筱,2019-06-30,50,"Queens, Long Island City",Lovely apartment,private room,Queens,Long Island City
12641,22379701,Sophie,2019-06-29,68,"Brooklyn, Crown Heights",Private room + full bathroom / lots of sun + dogs,private room,Brooklyn,Crown Heights
12642,22382863,Yoo MI,2019-06-17,140,"Brooklyn, Williamsburg",Williamsburg Luxury Private 1bed1bath.,private room,Brooklyn,Williamsburg
12643,22384473,Vanessa,2019-03-16,185,"Manhattan, Midtown",MASTER BEDROOM IN THE HEART OF MIDTOWN EAST!,private room,Manhattan,Midtown
12644,22384717,Elisabeth,2019-05-12,50,"Manhattan, Inwood",Upper Manhattan Oasis,private room,Manhattan,Inwood
12645,22384915,Sydney,2019-04-06,45,"Brooklyn, Flatbush",King Sized Room in Prospect Lefferts Gardens,private room,Brooklyn,Flatbush
12646,22385723,Francis,2019-06-14,35,"Brooklyn, Bushwick","Large, Sunny Bushwick Loft with Rooftop Access",private room,Brooklyn,Bushwick
12647,22386804,Ahlem,2019-06-23,110,"Manhattan, Hell's Kitchen",Spacious Gem in the heart of NYC,entire home/apt,Manhattan,Hell's Kitchen
12648,22387260,Jesus,2019-06-30,140,"Bronx, Concourse Village",Large Private House Apartment Near Yankee Stadium,entire home/apt,Bronx,Concourse Village
12649,22387499,Andrea & James,2019-07-03,125,"Brooklyn, Bushwick",Peaceful Garden Apartment in Architect's Townhouse,entire home/apt,Brooklyn,Bushwick
12650,22389035,Yves,2019-07-05,68,"Queens, Sunnyside",Spacious Bright Top Floor Apt w/ Balcony in LIC 1,private room,Queens,Sunnyside
12651,22389071,B,2019-06-29,199,"Manhattan, Hell's Kitchen","5* Modern Lux 2BR2B Midtown Manhattan, River Views",entire home/apt,Manhattan,Hell's Kitchen
12652,22389258,Natalie,2019-05-27,450,"Manhattan, Chelsea","Spacious & Sunny 2BD / 2BTH in Chelsea, Manhattan",entire home/apt,Manhattan,Chelsea
12653,22389296,Yves,2019-07-01,76,"Queens, Sunnyside",Spacious Bright Top Floor Apt w/ Balcony in LIC 2,private room,Queens,Sunnyside
12654,22390736,Brianna,2019-05-14,39,"Manhattan, Kips Bay",Luxurious Midtown Manhattan Apartment -Ladies Only,shared room,Manhattan,Kips Bay
12655,22390755,Marlee,2019-07-07,48,"Brooklyn, Bushwick",Huge Clean Room in Trendy Bushwick,private room,Brooklyn,Bushwick
12656,22394214,Athina,2019-01-02,120,"Brooklyn, Williamsburg",Cozy Apartment in Williamsburg,entire home/apt,Brooklyn,Williamsburg
12657,22395320,Sean,2019-03-15,100,"Manhattan, Midtown",Manhattan Luxury Doorman Loft in Midtown South,private room,Manhattan,Midtown
12658,22400254,John,2019-06-13,40,"Queens, Richmond Hill",large room and convenient to train and JFK. #4,private room,Queens,Richmond Hill
12659,22400368,Mandela,2019-06-23,60,"Bronx, Longwood",Forest Houses City Getaway (No Hot Water),entire home/apt,Bronx,Longwood
12660,22400476,Gabriela,2019-03-23,53,"Brooklyn, Carroll Gardens","Free yoga & sauna, awesome room. Sunny, wood floor",private room,Brooklyn,Carroll Gardens
12661,22400510,Gabriela,2019-05-26,120,"Brooklyn, Carroll Gardens","Free yoga & sauna, beautiful room. Best hood. Nice",private room,Brooklyn,Carroll Gardens
12662,22400568,Johan,2019-06-05,150,"Queens, Ditmars Steinway",Perfect Beautiful Modern House in NYC Summer,entire home/apt,Queens,Ditmars Steinway
12663,22401048,Gabriela,2019-06-20,59,"Brooklyn, Carroll Gardens","Yoga & sauna during your stay, spacious & sunny.",private room,Brooklyn,Carroll Gardens
12664,22401504,Judith,2019-07-01,99,"Brooklyn, East New York",Charming Private Brooklyn Apartment,entire home/apt,Brooklyn,East New York
12665,22403335,JoAnn,2019-04-23,149,"Brooklyn, Clinton Hill",Fort Greene Jewel,entire home/apt,Brooklyn,Clinton Hill
